path,function,line,end_line,async_func,remote_flow_hits,debt_check_hits,write_flow_hits,category,first_remote_context,first_debt_context
Bots/handlers/commercial_contract_editor.py,format_phones,858,866,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"860: status = {""ACTIVE"": ""✅ активно"", ""WARNING"": ""⚠️ предупреждение"", ""SUSPENSION_CANDIDATE"": ""🟠 кандидат"", ""SUSPENDED_DEBT"": ""⛔ отключено вручную"", ""MANUAL_BLOCK"": ""🔒 ручная блокировка"", ""CLOSED"": ""⚪ закрыто""}"
Bots/handlers/commercial_contract_editor.py,show_item_card,944,955,True,0,1,0,DEBT_OR_PAYMENT_HELPER,,"949: rows = [[""✏️ Наименование"", ""✏️ Сумма/ставка""], [""✏️ Количество"", ""🛡️ Доступ при долге""]]"
Bots/handlers/commercial_contract_editor.py,handle_commercial_contract_editor_text,1036,1581,True,0,10,0,DEBT_OR_PAYMENT_HELPER,,"1239: ""⚠️ Предупреждение через"": (""warning_days_overdue"", 0, 365, ""Срок предупреждения""),"
Bots/handlers/guard_workspace.py,_save_manual_cash,435,495,True,0,1,1,DEBT_OR_PAYMENT_HELPER,,"492: f""Остаток O: {money(result['cashbox_balance'])} грн.\n"""
Bots/handlers/service_orders_workspace.py,_order_card,664,699,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"694: f""Сума: {money(order.get('amount_due_snapshot'))} {order.get('currency') or 'UAH'}"","
Bots/handlers/service_orders_workspace.py,_interest_card,701,732,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"729: f""Сума: {money(interest.get('amount_due_snapshot'))} {interest.get('currency') or 'UAH'}"","
Bots/handlers/service_orders_workspace.py,_phone_point_status_lines,785,804,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"791: ""SUSPENDED_FOR_DEBT"": ""⚠️"","
Bots/handlers/service_orders_workspace.py,_show_preview,903,967,True,0,2,0,DEBT_OR_PAYMENT_HELPER,,"946: phone_tr(lang, 'debt_mode'),"
Bots/handlers/service_orders_workspace.py,_notice_for_interest,999,1031,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"1013: amount=float(interest.get(""amount_due_snapshot"") or 0),"
Bots/parking_bot.py,message_handler,737,1342,True,0,1,0,DEBT_OR_PAYMENT_HELPER,,"1114: ""Здесь будут начисления, оплаты и задолженность."","
CHECK_phone_barrier_access_operational_sandbox.py,main,12,72,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"65: print(""Warnings:"", cur.execute(""SELECT COUNT(*) FROM access_debt_warnings"").fetchone()[0])"
CHECK_phone_barrier_access_sandbox_schema.py,main,21,124,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"119: ""SELECT COUNT(*) FROM access_debt_warnings"""
billing_reconciliation_report.py,build_reconciliation,151,239,False,0,6,0,DEBT_OR_PAYMENT_HELPER,,"157: allocations_table = pick_table(cur, ""payment_allocations"", ""service_payment_allocations"")"
billing_reconciliation_report.py,write_report,284,353,False,0,5,0,DEBT_OR_PAYMENT_HELPER,,"317: lines.append(f""Charges count              : {len(data['charges'])}"")"
billing_reconciliation_report.py,main,356,391,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"384: print(""Unpaid charges:"", len(data[""unpaid_charges""]))"
billing_statement_excel.py,load_allocations,143,157,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"144: allocations_table = pick_table(cur, ""payment_allocations"", ""service_payment_allocations"")"
billing_statement_excel.py,write_xlsx,300,506,False,0,8,0,DEBT_OR_PAYMENT_HELPER,,"321: status = ""ДОЛГ"""
cashier_journal.py,find_charge_for_payment,753,800,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,773: FROM charges
cashier_journal.py,allocated_amount_for_charge,803,816,False,0,6,0,DEBT_OR_PAYMENT_HELPER,,"803: def allocated_amount_for_charge(cur, charge_id):"
cashier_journal.py,create_allocation,819,829,False,0,3,0,DEBT_OR_PAYMENT_HELPER,,"820: if not table_exists(cur, ""payment_allocations""):"
cashier_journal.py,command_income,977,1130,False,0,2,1,DEBT_OR_PAYMENT_HELPER,,"1017: available = max(0.0, float(charge[""amount""] or 0) - allocated_amount_for_charge(cur, charge_id))"
cashier_journal.py,command_expense,1133,1221,False,0,1,1,DEBT_OR_PAYMENT_HELPER,,"1221: print(""Остаток кассы:"", money(new_balance), ""UAH"")"
cashier_journal.py,command_report,1492,1635,False,0,2,1,DEBT_OR_PAYMENT_HELPER,,"1593: ws2.append([""Касса"", ""Название"", ""Валюта"", ""Остаток""])"
cashier_v2_core.py,schema_ready,160,183,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"170: ""payment_allocations"","
cashier_v2_core.py,allocation_amount_column,326,332,False,0,3,0,DEBT_OR_PAYMENT_HELPER,,"327: cols = table_columns(cur, ""payment_allocations"")"
cashier_v2_core.py,open_charges,337,495,False,0,8,0,DEBT_OR_PAYMENT_HELPER,,"355: if not table_exists(cur, ""charges"") or not table_exists(cur, ""payment_allocations""):"
cashier_v2_core.py,create_cash_receipt,542,738,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"689: ""payment_allocations"","
cashier_v2_core.py,create_bank_payment,741,858,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"823: ""payment_allocations"","
cashier_v2_core.py,create_cash_batch,1158,1336,False,0,5,1,DEBT_OR_PAYMENT_HELPER,,"1218: ""amount_expected"": charge[""outstanding_amount""],"
cashier_v2_core.py,reconciliation_summary,1385,1418,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"1413: ""SELECT COUNT(*) FROM cashier_reconciliation_cases WHERE case_status = 'OPEN'"""
commercial_contracts.py,has_debt,86,87,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,86: def has_debt(self) -> bool:
commercial_contracts.py,has_access_blocking_debt,90,91,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,90: def has_access_blocking_debt(self) -> bool:
commercial_contracts.py,table_exists,140,147,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,142: # v_commercial_contract_charge_debt / v_commercial_contract_debt_summary.
commercial_contracts.py,schema_ready,150,169,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"159: ""v_commercial_contract_charge_debt"","
commercial_contracts.py,get_contract,172,198,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"190: c.warning_days_overdue,"
commercial_contracts.py,list_active_contracts,201,225,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"218: c.warning_days_overdue,"
commercial_contracts.py,get_contract_items,228,254,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"245: blocks_phone_access_on_debt,"
commercial_contracts.py,calculate_contract_debt,316,383,False,0,25,0,DEBT_OR_PAYMENT_HELPER,,316: def calculate_contract_debt(
commercial_contracts.py,contract_notification_stage,386,434,False,0,9,0,DEBT_OR_PAYMENT_HELPER,,"404: debt = calculate_contract_debt(conn, contract_id, on_date=on_date)"
commercial_contracts.py,build_notification_text,437,502,False,0,19,0,DEBT_OR_PAYMENT_HELPER,,"439: debt: ContractDebt,"
commercial_contracts.py,notification_dedupe_key,505,521,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,513: Один тип сообщения одному получателю один раз на один долг/срок.
commercial_contracts.py,create_access_action,555,602,False,0,8,1,DEBT_OR_PAYMENT_HELPER,,"562: debt: ContractDebt,"
commercial_contracts.py,queue_notification,636,718,False,0,19,1,DEBT_OR_PAYMENT_HELPER,,"641: debt: ContractDebt,"
commercial_contracts.py,queue_contract_notifications,721,966,False,0,31,0,DEBT_OR_PAYMENT_HELPER,,"749: debt = calculate_contract_debt(conn, contract_id, on_date=on_date)"
commercial_contracts.py,list_access_action_candidates,990,1020,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"1001: a.debt_amount_snapshot,"
commercial_contracts.py,record_manual_access_action,1023,1154,False,0,3,2,DEBT_OR_PAYMENT_HELPER,,"1049: debt_amount_snapshot,"
commercial_contracts.py,format_plan,1157,1171,False,0,10,0,DEBT_OR_PAYMENT_HELPER,,"1158: debt = plan[""debt""]"
commercial_contracts.py,main,1232,1307,False,0,1,1,DEBT_OR_PAYMENT_HELPER,,"1234: description=""Поставить в очередь Telegram-уведомления по долгам КП."""
import_ohorona_sheet1_payments.py,apply_rows,386,462,False,0,2,1,DEBT_OR_PAYMENT_HELPER,,"389: allocations_table = pick_table(cur, ""payment_allocations"", ""service_payment_allocations"")"
import_ohorona_to_cashbox.py,main,868,972,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"892: help=""Подтверждённый остаток кассы после исторического периода. Создаёт отдельную операцию сверки."","
parking_billing_statement.py,build_statement,167,251,False,0,5,0,DEBT_OR_PAYMENT_HELPER,,"173: allocations_table = pick_table(cur, ""payment_allocations"", ""service_payment_allocations"")"
parking_billing_statement.py,write_report,264,421,False,0,11,0,DEBT_OR_PAYMENT_HELPER,,"288: debt_rows = [x for x in rows if x[""balance""] > 0.01]"
phone_barrier_access_core.py,required_phone_access_tables,126,139,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"136: ""access_debt_warnings"","
phone_barrier_access_core.py,_create_schema,166,548,False,0,24,0,DEBT_OR_PAYMENT_HELPER,,"315: 'DEBT_WARNING', 'DEACTIVATING', 'DEACTIVATED_FOR_DEBT',"
phone_barrier_access_core.py,ensure_phone_barrier_access_schema,858,1018,False,0,5,1,DEBT_OR_PAYMENT_HELPER,,"941: POLICY_DEBT_GRACE_DAYS,"
phone_barrier_access_core.py,quote_phone_barrier_access,1175,1255,False,0,3,0,DEBT_OR_PAYMENT_HELPER,,"1251: ""grace_days"": int(values.get(POLICY_DEBT_GRACE_DAYS, ""10"")),"
phone_barrier_access_core.py,_insert_operational_schema,1258,1329,False,0,3,0,DEBT_OR_PAYMENT_HELPER,,1275: parking_debt_check_mode TEXT NOT NULL DEFAULT 'MANUAL_REVIEW'
phone_barrier_access_core.py,create_phone_access_request_from_interest,1432,1533,False,0,7,2,DEBT_OR_PAYMENT_HELPER,,"1437: parking_debt_check_mode: str = ""MANUAL_REVIEW"","
phone_barrier_access_core.py,_subscription_summary,1624,1648,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"1633: float(row.get(""amount_due_snapshot"") or 0)"
phone_barrier_access_core.py,_insert_subscription_connect_charges,1661,1726,False,0,1,1,DEBT_OR_PAYMENT_HELPER,,"1700: amount_due_snapshot, currency, due_date, charge_status,"
phone_barrier_access_core.py,promote_paid_phone_access_request,1729,1863,False,0,4,3,DEBT_OR_PAYMENT_HELPER,,"1774: parking_debt_check_mode, parking_debt_check_note,"
phone_barrier_access_core.py,ensure_monthly_phone_access_charges,1866,1970,False,0,3,1,DEBT_OR_PAYMENT_HELPER,,"1876: OPEN, and debt enforcement is deliberately implemented in a later module"
profile_verification_core.py,_create_schema,266,407,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,334: parking_debt_check_mode TEXT NOT NULL DEFAULT 'MANUAL_REVIEW'
profile_verification_core.py,_ensure_profile_row,729,786,False,0,2,2,DEBT_OR_PAYMENT_HELPER,,"752: parking_debt_check_mode = ?, updated_at = ?"
profile_verification_core.py,profile_snapshot,878,988,False,0,6,1,DEBT_OR_PAYMENT_HELPER,,955: debt_mode = MODE_CHECK_PARKING if has_parking_obligation else MODE_NO_PARKING
profile_verification_core.py,phone_access_eligibility,991,1032,False,0,4,0,DEBT_OR_PAYMENT_HELPER,,"1021: ""parking_debt_check_mode"": snapshot[""parking_debt_check_mode""],"
profile_verification_core.py,confirm_profile,1071,1132,False,0,5,1,DEBT_OR_PAYMENT_HELPER,,1092: debt_mode = (
profile_verification_core.py,declare_no_vehicle,1135,1201,False,0,1,1,DEBT_OR_PAYMENT_HELPER,,"1170: parking_debt_check_mode = ?, updated_at = ?"
profile_verification_core.py,create_parking_time_request,1211,1306,False,0,1,2,DEBT_OR_PAYMENT_HELPER,,"1291: parking_debt_check_mode = ?, updated_at = ?"
profile_verification_core.py,create_general_correction_request,1309,1380,False,0,1,2,DEBT_OR_PAYMENT_HELPER,,"1365: parking_debt_check_mode = ?, updated_at = ?"
profile_verification_core.py,resolve_profile_request,1460,1538,False,0,1,2,DEBT_OR_PAYMENT_HELPER,,"1518: parking_debt_check_mode = ?, updated_at = ?"
profile_verification_core.py,profile_summary_for_display,1541,1556,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"1554: ""parking_debt_check_mode"": snapshot[""parking_debt_check_mode""],"
reset_service_catalog.py,get_references_to_service_codes,364,389,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"372: for table_name in [""charges"", ""payments"", ""cashbox_operations"", ""payment_allocations""]:"
reset_service_catalog.py,get_service_item_references,392,409,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"395: for table_name in [""charges"", ""payments"", ""cashbox_operations"", ""payment_allocations""]:"
reset_service_catalog.py,clean_catalog,437,607,False,0,1,3,DEBT_OR_PAYMENT_HELPER,,"479: ""  Начисляется при регистрации номера и отсутствии долга по парковке."","
run_bot_sandbox_v2.py,sqlite_summary,104,130,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"110: ""cashier_reconciliation_cases"","
service_orders_core.py,link_payment_to_order,815,1049,False,0,2,3,DEBT_OR_PAYMENT_HELPER,,"933: due = order.get(""amount_due_snapshot"")"
service_preorders_core.py,_payment_candidates,571,620,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"610: params.append(float(interest.get(""amount_due_snapshot"") or 0))"
tools/cashier_parking_payments_audit_v4.py,get_paid_by_charge_sql,101,112,False,0,5,0,DEBT_OR_PAYMENT_HELPER,,"102: if not table_exists(cur, ""payment_allocations""):"
tools/cashier_parking_payments_audit_v4.py,load_periods,115,143,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,135: FROM charges c
tools/cashier_parking_payments_audit_v4.py,load_charges,158,288,False,0,8,0,DEBT_OR_PAYMENT_HELPER,,199: FROM charges c
tools/cashier_parking_payments_audit_v4.py,split_rows,291,299,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"295: ""UNPAID"": [r for r in rows if r[""payment_status""] == ""UNPAID""],"
tools/cashier_parking_payments_audit_v4.py,write_xlsx,363,471,False,0,3,0,DEBT_OR_PAYMENT_HELPER,,"384: for name in [""ALL"", ""PAID"", ""UNPAID"", ""PARTIAL"", ""OVERPAID"", ""PROBLEMS""]:"
tools/cashier_parking_payments_audit_v4.py,write_txt,474,517,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"487: for name in [""ALL"", ""PAID"", ""UNPAID"", ""PARTIAL"", ""OVERPAID"", ""PROBLEMS""]:"
tools/cashier_parking_payments_audit_v4.py,main,544,611,False,0,3,0,DEBT_OR_PAYMENT_HELPER,,"549: parser.add_argument(""--list-periods"", action=""store_true"", help=""Only show period_code summary from charges"")"
tools/cashier_unpaid_preview.py,require_schema,52,67,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"55: ""payment_allocations"": {""charge_id"", ""amount""},"
tools/cashier_unpaid_preview.py,load_unpaid,70,114,False,0,3,0,DEBT_OR_PAYMENT_HELPER,,70: def load_unpaid(cur):
tools/cashier_unpaid_preview.py,print_group_summary,151,168,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"163: print(""entr | rows | rest_sum | problem_rows"")"
tools/cashier_unpaid_preview.py,main,171,198,False,0,3,0,DEBT_OR_PAYMENT_HELPER,,"172: print(""OSBB cashier unpaid preview - READ ONLY"")"
tools/cashier_unpaid_preview_v2.py,list_periods,65,122,False,0,7,0,DEBT_OR_PAYMENT_HELPER,,"80: alloc_cols = cols(cur, ""payment_allocations"") if table_exists(cur, ""payment_allocations"") else set()"
tools/cashier_unpaid_preview_v2.py,unpaid_preview,125,240,False,0,9,0,DEBT_OR_PAYMENT_HELPER,,125: def unpaid_preview(args):
tools/cashier_unpaid_preview_v2.py,main,243,255,False,0,4,0,DEBT_OR_PAYMENT_HELPER,,"244: parser = argparse.ArgumentParser(description=""OSBB cashier unpaid preview. READ ONLY."")"
tools/cashier_unpaid_preview_v3.py,get_paid_by_charge_sql,105,120,False,0,7,0,DEBT_OR_PAYMENT_HELPER,,108: Current schema has payment_allocations(amount). Some older variants may have allocated_amount.
tools/cashier_unpaid_preview_v3.py,load_periods,123,151,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"142: COALESCE(SUM(c.amount - COALESCE(p.paid_amount, 0)), 0) AS rest_sum"
tools/cashier_unpaid_preview_v3.py,choose_period,154,164,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"160: totals[period] += float(row.get(""rest_sum"") or 0)"
tools/cashier_unpaid_preview_v3.py,load_unpaid,167,245,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"167: def load_unpaid(conn: sqlite3.Connection, period: str, services: Sequence[str]) -> List[Dict[str, Any]]:"
tools/cashier_unpaid_preview_v3.py,summarize_by_entrance,248,259,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"252: item = grouped.setdefault(key, {""entrance"": key, ""rows"": 0, ""rest_sum"": 0.0, ""problem_rows"": 0})"
tools/cashier_unpaid_preview_v3.py,write_txt,262,312,False,0,8,0,DEBT_OR_PAYMENT_HELPER,,"262: def write_txt(report_file: Path, *, db_file: Path, period: str, services: Sequence[str], period_rows: List[Dict[str, Any]], unpaid: List[Dict[str, Any]], summary: List[Dict[str, Any]]) -> None:"
tools/cashier_unpaid_preview_v3.py,write_xlsx,326,461,False,0,8,0,DEBT_OR_PAYMENT_HELPER,,"326: def write_xlsx(xlsx_file: Path, *, db_file: Path, period: str, services: Sequence[str], period_rows: List[Dict[str, Any]], unpaid: List[Dict[str, Any]], summary: List[Dict[str, Any]]) -> bool:"
tools/cashier_unpaid_preview_v3.py,write_csv,464,488,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,"464: def write_csv(csv_file: Path, unpaid: List[Dict[str, Any]]) -> None:"
tools/cashier_unpaid_preview_v3.py,print_periods,491,504,False,0,1,0,DEBT_OR_PAYMENT_HELPER,,"502: f""{r.get('rows_count')} | {money(r.get('amount_sum'))} | {money(r.get('paid_sum'))} | {money(r.get('rest_sum'))}"""
tools/cashier_unpaid_preview_v3.py,main,507,575,False,0,17,0,DEBT_OR_PAYMENT_HELPER,,"508: parser = argparse.ArgumentParser(description=""OSBB cashier unpaid preview/export - READ ONLY"")"
tools/project_passport.py,main,403,608,False,0,8,0,DEBT_OR_PAYMENT_HELPER,,"526: body.append(""- `03_Technical_Debt.md`"")"
tools/project_passport_v2.py,main,447,653,False,0,7,0,DEBT_OR_PAYMENT_HELPER,,"572: body.append(""- `03_Technical_Debt.md`"")"
tools/project_passport_v4_runtime_schema_audit.py,remote_access_scan,485,530,False,0,12,0,DEBT_OR_PAYMENT_HELPER,,"485: def remote_access_scan(py_files: list[Path], root: Path) -> tuple[list[RemoteAccessModule], list[DebtGateCandidate]]:"
tools/project_passport_v4_runtime_schema_audit.py,main,533,711,False,0,18,0,DEBT_OR_PAYMENT_HELPER,,"588: remote_modules, debt_candidates = remote_access_scan(py_files, root)"
tools/remote_debt_gate_audit.py,extract_function_segments,267,327,False,0,17,0,DEBT_OR_PAYMENT_HELPER,,288: debt_hits = len(DEBT_CHECK_RE.findall(segment))
tools/remote_debt_gate_audit.py,scan_candidate_lines,330,345,False,0,2,0,DEBT_OR_PAYMENT_HELPER,,340: elif DEBT_CHECK_RE.search(line):
Bots/data_park_bot.py,message_handler,102,130,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/db_access.py,upsert_resident_account_from_telegram,98,143,False,0,0,3,WRITE_FLOW_OTHER,,
Bots/db_access.py,link_resident_to_apartment,317,349,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,write_audit_log,422,473,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,mark_resident_operator_verified,607,630,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,unlink_resident_account,633,658,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,update_vehicle_parking_status,704,742,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,update_vehicle_plate,745,785,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,update_vehicle_model,788,828,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,update_vehicle_parking_status,1183,1221,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,update_vehicle_plate,1224,1263,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,update_vehicle_model,1266,1305,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,set_apartment_verification_status,1679,1735,False,0,0,3,WRITE_FLOW_OTHER,,
Bots/db_access.py,create_vehicle_for_apartment,3204,3252,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,update_vehicle_from_suggestion,3255,3307,False,0,0,4,WRITE_FLOW_OTHER,,
Bots/db_access.py,log_operator_action,4505,4583,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,update_vehicle_parking_status,4586,4645,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,update_vehicle_plate,4648,4710,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,update_vehicle_model,4713,4775,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,set_apartment_verification_status,4778,4853,False,0,0,3,WRITE_FLOW_OTHER,,
Bots/db_access.py,link_resident_to_apartment,5205,5257,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/db_access.py,set_apartment_verification_status,5841,5932,False,0,0,3,WRITE_FLOW_OTHER,,
Bots/handlers/agreement.py,handle_vehicle_edit_flow,127,238,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/agreement.py,handle_tariff_vehicle_action,242,306,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/agreement.py,handle_waiting_agreement_apartment,372,379,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/agreement.py,handle_agreement_card_action,382,484,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/agreement.py,handle_agreement_menu_text,487,541,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/cashier_operator.py,insert_dynamic,246,264,False,0,0,1,WRITE_FLOW_OTHER,,
Bots/handlers/cashier_operator.py,update_dynamic,267,284,False,0,0,1,WRITE_FLOW_OTHER,,
Bots/handlers/cashier_operator.py,recalc_and_store_cashbox_balance,409,422,False,0,0,1,WRITE_FLOW_OTHER,,
Bots/handlers/cashier_operator.py,service_hint_label,502,508,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/cashier_operator.py,create_cashier_receipt,560,875,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/handlers/cashier_operator.py,void_unallocated_receipt,1185,1336,False,0,0,1,WRITE_FLOW_OTHER,,
Bots/handlers/cashier_operator.py,create_cashbox_transfer,1339,1447,False,0,0,1,WRITE_FLOW_OTHER,,
Bots/handlers/cashier_operator_v2.py,_service_buttons,162,186,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/cashier_operator_v2.py,_show_service_menu,282,286,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/cashier_operator_v2.py,_start_entry,289,322,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/cashier_operator_v2.py,_show_entry_review,325,336,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/cashier_operator_v2.py,_entry_manual_amount,377,379,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,remotes_menu_keyboard,497,503,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,admin_remote_menu_keyboard,506,510,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_link_requests_ready,724,729,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_create_apartment_link_request,732,804,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/handlers/client_portal.py,_list_admin_link_requests,807,834,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_get_admin_link_request,837,854,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_review_link_request,857,966,False,0,0,3,WRITE_FLOW_OTHER,,
Bots/handlers/client_portal.py,_format_admin_link_requests,969,989,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_format_admin_link_request_card,992,1009,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_service_name,1193,1199,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_remote_status_label,1315,1316,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_remote_kind_label,1319,1320,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_format_admin_remote_list,1535,1550,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_format_admin_remote_card,1553,1568,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,show_remotes,1608,1614,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,show_admin_remotes,1617,1638,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,_start_remote_request,1694,1712,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal.py,show_admin_link_requests,1725,1755,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,remotes_menu_keyboard,497,503,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,admin_remote_menu_keyboard,506,510,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_link_requests_ready,724,729,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_create_apartment_link_request,732,804,False,0,0,2,WRITE_FLOW_OTHER,,
Bots/handlers/client_portal_safe_linking.py,_list_admin_link_requests,807,834,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_get_admin_link_request,837,854,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_review_link_request,857,966,False,0,0,3,WRITE_FLOW_OTHER,,
Bots/handlers/client_portal_safe_linking.py,_format_admin_link_requests,969,989,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_format_admin_link_request_card,992,1009,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_service_name,1193,1199,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_remote_status_label,1315,1316,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_remote_kind_label,1319,1320,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_format_admin_remote_list,1535,1550,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_format_admin_remote_card,1553,1568,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,show_remotes,1608,1614,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,show_admin_remotes,1617,1638,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,_start_remote_request,1694,1712,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_safe_linking.py,show_admin_link_requests,1725,1755,True,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/client_portal_v2.py,_service_buttons,307,320,False,0,0,0,NAME_ONLY_REVIEW,,
Bots/handlers/commercial_contract_editor.py,normalize_phone,220,229,False,0,0,0,NAME_ONLY_REVIEW,,
